park_id,park_name,park_address,park_ratings,latitude,longitude,zipcode
380,Creekside Park,"418 Settlers Valley Dr, Pflugerville, TX 78660",4,30.4342277,-97.6259948,78660
381,Park at Blackhawk at Lakeside,"3111 Speidel Dr, Pflugerville, TX 78660",4.5,30.47637,-97.5658,78660
382,Hanging Rock Park,"2001 Hanging Rock Dr, Pflugerville, TX 78660",3,30.47112363,-97.585981,78660
383,Founders park,"814 S Church St, Georgetown, TX 78626",3,30.63596584,-97.67619866,78626
384,Far West Dog Park,"7099 Great Northern Blvd, Austin, TX 78757",2.5,30.35223774,-97.74711147,78757
385,Family Viewing Area,"3600 Presidential Blvd, Austin, TX 78719",4.5,30.20064541,-97.6547852,78719
386,Hidden Glen park,"1001 Hidden Glen Dr, Round Rock, TX 78681",3,30.54526886,-97.70286806,78681
387,Chisholm Valley Park,"1201 Trey St, Round Rock, TX 78681",4,30.49655476,-97.68762743,78681
388,Lago Vista City Pool,"8012 Bar K Ranch Rd, Lago Vista, TX 78645",3,30.48197651,-97.97927902,78645
389,Secluded Willow Park,"1701 Secluded Willow Cv, Pflugerville, TX 78660",3,30.47167071,-97.58987351,78660
390,Springbrook Nieghborhood park,"17910 Wilke Ridge Lane, Pflugerville, TX 78664",3,30.468693,-97.6244907,78664
391,Old Town Park,"1262 S Austin Ave, Georgetown, TX 78626",3,30.63050118,-97.67871987,78626
392,Ninth Street BMX Jumps,"800 9th St, Austin, TX 78701",5,30.2730544,-97.7495581,78701
393,Ridgewood North park,"1402 Ridgewood Dr, Leander, TX 78641",3,30.56480755,-97.83244037,78641
394,Highland Park North,"18805 Huntingtower Castle Blvd, Pflugerville, TX 78660",5,30.47512381,-97.61142812,78660
395,Norwood Estate Dog Park,"1009 Edgecliff Ter, Austin, TX 78704",3.5,30.249328,-97.737106,78704
396,Wells Creek Greenbelt,"13120 Metric Blvd, Austin, TX 78727",2,30.4205026,-97.68388467,78727
397,Heppner Bend park,"1208 Heppner Dr, Cedar Park, TX 78613",3,30.46651,-97.82488,78613
398,Narrows Recreation Area,"2550 Cr 411, Spicewood, TX 78669",2,30.522394,-98.155943,78669
399,Cedar Creek Park,"5540 Fm 535, Cedar Creek, TX 78612",5,30.0819206,-97.4969864,78612
400,Buttercup Creek Park,"411 Twin Oak Trl, Cedar Park, TX 78613",5,30.50229819,-97.82611426,78613
401,Jester Farms Neighborhood Park,"2539 Vernell Way, Round Rock, TX 78664",3,30.53579043,-97.66172569,78664
402,Mason Creek park,"801 Eagles Way, Leander, TX 78641",3,30.5666776,-97.8606683,78641
403,San Gabriel Park - Disc Golf Course,"1003 N Austin Ave, Georgetown, TX 78626",4,30.65117,-97.67388,78626
404,myrtle pfluger teer park,"Willow St & E Pecan St, Pflugerville, TX 78660",3,30.43778107,-97.61556412,78660
405,Earl J. Pomerleau Pocket Park,"1906 Patton Ln, Austin, TX 78723",3,30.318343,-97.686881,78723
406,Hancock Dog Park,"3307 Kim Ln, Austin, TX 78705",3.5,30.29174,-97.72402,78705
407,Calla Lilly park,"1350 Calla Lily Blvd, Leander, TX 78641",4,30.56596777,-97.83067035,78641
408,Brownie Nieghborhood park,"10000 Brownie Dr, Austin, TX 78753",2,30.3639728,-97.68679577,78753
409,Oak Ridge Park,"808 Birch Brook Ln, Leander, TX 78641",4,30.56310339,-97.83377753,78641
410,Anderson Mill Limited District,"11500 El Salido Pkwy, Austin, TX 78750",3.5,30.44984189,-97.81107878,78750
411,Kelley Park,"805 W 17th St, Georgetown, TX 78626",3,30.62942104,-97.68370958,78626
412,Hatch Pond,"3301 Hatch Rd, Cedar Park, TX 78613",2,30.462911,-97.8239849,78613
413,Creekside Park,"305 Orchard Way, Hutto, TX 78634",4,30.53879492,-97.54011739,78634
414,Pfennig Park,"400 Immanuel Road, Pflugerville, TX 78660",3,30.4325319,-97.6129043,78660
415,Quail Creek Nieghborhood Park,"1101 Mearns Meadow Blvd, Austin, TX 78758",3,30.36896357,-97.7012809,78758
416,Town Center Park,"1906 Big Bend Dr, Cedar Park, TX 78613",4,30.5340318,-97.82845518,78613
417,Leander Veterans Park,"1011 Bagdad Rd, Leander, TX 78641",5,30.5600365,-97.86247496,78641
418,Katmai Circle Park,"Katmai Cir, Pflugerville, TX 78660",2,30.46470209,-97.62332958,78660
419,Chautauqua Park,"602 Rucker St, Georgetown, TX 78626",3.5,30.63735288,-97.68438051,78626
420,Sarita Valley,"3009 Silver Fountain Dr, Leander, TX 78641",2,30.581278,-97.802422,78641
421,Heritage Park,"901 Old Austin Hutto Rd, Pflugerville, TX 78660",3,30.44261346,-97.60681397,78660
422,Turkey Bend Recreation Area,"4906 Shaw Dr, Marble Falls, TX 78654",3.5,30.50341529,-98.11024492,78654
423,Pflugerville Heights Park,"18301 Stevie Ray Dr, Pflugerville, TX 78660",3,30.48089705,-97.63715305,78660
424,Plumbago Greenbelt,"505 Plumbago Dr, Pflugerville, TX 78660",1,30.43686394,-97.60341395,78660
425,Carriage Hills Park,"1801 Lakeline Blvd, Cedar Park, TX 78613",2,30.52554299,-97.85519873,78613
426,Treeline Park,"1400 Treeline Dr, Cedar Park, TX 78613",2,30.51633807,-97.84921958,78613
427,Zilker Park Kite Festival,"Austin, TX 78704",4,30.24350166,-97.76557159,78704
428,St John Park,"901 Wilks Ave, Austin, TX 78752",1,30.33247411,-97.70007692,78752
429,New Hope Park,"1900 N Lakeline Blvd, Cedar Park, TX 78613",1,30.52651332,-97.85427941,78613
430,Timberwood park,"1914 Ascot Ln, Cedar Park, TX 78613",1,30.52902191,-97.84719933,78613
431,Millrun Park,"12100 Millwright Pkwy, Austin, TX 78750",3.5,30.45166206,-97.80319214,78750
432,Springbrook Apts Parkland,"1201 New Meister Ln, Pflugerville, TX 78660",2,30.48082279,-97.63019749,78660
433,Chandler Park,"106 Spring Valley Rd, Georgetown, TX 78628",4.5,30.6535069,-97.69767528,78628
434,Morris Park & Pool,"803 N Avenue C, Elgin, TX 78621",4,30.35085632,-97.3765851,78621
435,Memorial Park,"11400 Lake Creek Pkwy, Austin, TX 78750",2,30.46009,-97.81505,78750
436,River Ranch County Park,"219 Perry Mayfield, Leander, TX 78641",3,30.56138789,-97.7672911,78641
437,Janet Bartles Park,"1111 Buttercup Creek Blvd, Cedar Park, TX 78613",4,30.49789212,-97.83527919,78613
438,River Chase Park,"878 Memorial Dr, Georgetown, TX 78628",2,30.63466494,-97.70615867,78628
439,House Park,"1212 Rio Grande St, Austin, TX 78701",4.5,30.27652,-97.74761,78701
440,"Lakeview Pavillion, Old Settlers Park","3300 E Palm Valley Blvd, Round Rock, TX 78665",5,30.526414,-97.634935,78665
441,Wells Branch MUD,"2106 Klattenhoff Dr, Austin Tx, TX 78728",4.5,30.44216909,-97.67957009,78728
442,Ron Rigsby Park,"1110 Little Elm Park, Austin, TX 78758",1,30.36435,-97.70514,78758
443,Hidalgo park,"1403 Welch St, Taylor, TX 76574",1,30.56475303,-97.42292882,76574
444,Plum Creek Dog Park,"Fairway, Kyle, TX 78640",2.5,30.015539,-97.882793,78640
445,Agave Neighborhood park,"5900 Sendero Hills Pkwy, Austin, TX 78724",3,30.29148663,-97.64693109,78724
446,Williams School park,"605 Blue Valley Dr, Austin, TX 78748",3,30.18232829,-97.79078891,78748
447,City of Elgin,"802 N Avenue C, Elgin, TX 78621",4,30.35071,-97.37681,78621
448,Buck Egger Park,"900 S Mays St, Round Rock, TX 78664",4,30.50195,-97.67714,78664
449,Buttermilk Branch Greenbelt,"7500 Meador Ave, Austin, TX 78752",2,30.33249,-97.69438,78752
450,Hunters Chase Park,"12400 Hunters Chase Dr, Austin, TX 78729",3,30.4449199,-97.77030051,78729
451,City of Round Rock,"301 Deepwood Dr, Round Rock, TX 78681",4,30.507309,-97.69892,78681
452,Amber Oaks Park,"13601 Briarwick Dr, Austin, TX 78729",3,30.46931,-97.769658,78729
453,St.John's Park,"889 Wilks Ave, Austin, TX 78752",2,30.33268782,-97.70019133,78752
454,Bowman Park,"950 E Bowman Rd, Round Rock, TX 78664",3,30.52942929,-97.6715742,78664
455,Wells Point Park,"800 S Heatherwilde Blvd, Pflugerville, TX 78660",3.5,30.44058761,-97.64592534,78660
456,Austin Affordable Fitness,"708 Robert E Lee Rd, Austin, TX 78704",5,30.262825,-97.7670593,78704
457,Wild Rose park,"700 Cluck Creek Trl, Cedar Park, TX 78613",3,30.498465,-97.827108,78613
458,Wells Branch Dog Park,"3000 Shoreline Dr, Austin, TX 78728",2.5,30.4544459,-97.6829712,78728
459,Harper Park,"Deerbrook Trail & Lake Creek Pkwy, Austin, TX 78750",4,30.45855864,-97.81045373,78750
460,Schieffer Tract,"3404 Hycreek Dr, Austin, TX 78723",1,30.30717914,-97.67091902,78723
461,Del Valle Adult Softball Fields,"3614 FM 973, Austin, TX 78617",3.5,30.200602,-97.643523,78617
462,El Salido Park,"11449 Morning Glory Trl, Austin, TX 78750",4.5,30.45546,-97.81957,78750
463,Horizon park,"300 Presidio Dr, Leander, TX 78641",4,30.55536293,-97.8394938,78641
464,City of Hutto,"306 E Live Oak St, Hutto, TX 78634",4,30.5468611,-97.5423962,78634
465,Gilleland Creek Park,"700 N Railroad Ave, Pflugerville, TX 78660",4,30.44457882,-97.61887003,78660
466,Sunchase Park,"2450 Sunchase Blvd, Cedar Park, TX 78613",3.5,30.4809,-97.84039,78613
467,Westview Meadow Park,"903 Municipal Dr, Leander, TX 78641",4,30.57095626,-97.86607593,78641
468,Spectrum Trail Racing,"410 Pressler, Austin, TX 78703",5,30.2719498,-97.7613983,78703
469,Lennar Walsh Trails,"503 Walsh Hill Trl, Cedar Park, TX 78613",3,30.52435,-97.75535,78613
470,Old Mill Gazebo,"1215 Old Mill Rd, Cedar Park, TX 78613",4,30.473325,-97.829126,78613
