city,state,zipcode,address,price,bedrooms,bathrooms,property_size (sqr ft)
CEDAR PARK,TX,78613,2804 CORABELLA PL,684095.0,3,2.0,3000.0
CEDAR PARK,TX,78613,2810 CORABELLA PL,566929.0,3,2.0,2761.0
CEDAR PARK,TX,78613,2204 ALDWORTH DR,1095929.0,4,3.0,4517.0
CEDAR PARK,TX,78613,2415 DRIFTING LEAF DR,630533.0,4,3.0,3055.0
CEDAR PARK,TX,78613,3110 APPENNINI WAY,1188574.0,5,3.0,6087.0
CEDAR PARK,TX,78613,2207 MACAW DR,392711.0,1,2.0,2319.0
CEDAR PARK,TX,78613,2804 PRIMWOOD PATH,491133.0,4,2.0,2851.0
CEDAR PARK,TX,78613,2516 TERLINGUA DR,868445.0,4,3.0,3687.0
CEDAR PARK,TX,78613,2510 TERLINGUA DR,874849.0,3,3.0,3659.0
CEDAR PARK,TX,78613,1507 HONEYWEED ST,370457.0,3,2.0,1713.0
CEDAR PARK,TX,78613,2515 TERLINGUA DR,914255.0,4,3.0,3968.0
CEDAR PARK,TX,78613,1704 PASEO CORTO DR,776852.0,4,2.0,3678.0
CEDAR PARK,TX,78613,2304 NARROW VALLEY DR,702696.0,4,2.0,3478.0
CEDAR PARK,TX,78613,2703 CULVER CLIFF LN,891517.0,5,2.0,3683.0
CEDAR PARK,TX,78613,3101 PEPPER GRASS TRL,410933.0,3,2.0,2180.0
CEDAR PARK,TX,78613,2111 DAYFLOWER TRCE,553308.0,3,2.0,2722.0
CEDAR PARK,TX,78613,1815 IRIS LN,466826.0,3,2.0,2294.0
CEDAR PARK,TX,78613,1509 SHADY CREEK TRL,642075.0,4,3.0,3240.0
CEDAR PARK,TX,78613,2712 AZZURO WAY,930213.0,4,3.0,4570.0
CEDAR PARK,TX,78613,2907 CASHELL WOOD DR,806726.0,4,4.0,4078.0
CEDAR PARK,TX,78613,2511 WANAKAH RIDGE DR,635402.0,3,2.0,2686.0
CEDAR PARK,TX,78613,2003 EBBSFLEET DR,916498.0,5,4.0,4399.0
CEDAR PARK,TX,78613,2709 BRINDISI WAY,1126070.0,4,3.0,5213.0
CEDAR PARK,TX,78613,2219 MACAW DR,414856.0,3,2.0,2233.0
CEDAR PARK,TX,78613,2708 AZZURO WAY,836362.0,5,3.0,3988.0
CEDAR PARK,TX,78613,2702 CORABELLA PL,642753.0,4,3.0,2688.0
CEDAR PARK,TX,78613,2505 DURLSTON CT,701915.0,4,2.0,3510.0
CEDAR PARK,TX,78613,2915 BRIONA WOOD LN,570254.0,3,2.0,3196.0
CEDAR PARK,TX,78613,2305 MACAW DR,605861.0,3,2.0,3215.0
CEDAR PARK,TX,78613,2702 BENEVENTO WAY,849418.0,4,3.0,3895.0
CEDAR PARK,TX,78613,3008 LOMBARDI WAY,1006666.0,5,3.0,5299.0
CEDAR PARK,TX,78613,1603 HONEYWEED ST,355252.0,3,2.0,1479.0
CEDAR PARK,TX,78613,2802 LITTLE ELM TRL,431832.0,3,3.0,1799.0
CEDAR PARK,TX,78613,2110 W RIVIERA DR,360829.0,3,2.0,1298.0
CEDAR PARK,TX,78613,1620 JUNIPER RIDGE LOOP,493032.0,4,3.0,2232.0
CEDAR PARK,TX,78613,1806 JOJOBA DR,710354.0,5,3.0,4120.0
CEDAR PARK,TX,78613,3205 PEPPER GRASS TRL,410933.0,3,2.0,2180.0
CEDAR PARK,TX,78613,3101 BIRCH DR,315635.0,3,2.0,1096.0
CEDAR PARK,TX,78613,1813 IRIS LN,353134.0,3,2.0,1416.0
CEDAR PARK,TX,78613,2711 ZAMBIA DR,831179.0,5,3.0,4966.0
CEDAR PARK,TX,78613,1827 CHULA VISTA DR,567931.0,4,2.0,2508.0
CEDAR PARK,TX,78613,2709 ZAMBIA DR,848347.0,5,3.0,3843.0
CEDAR PARK,TX,78613,2710 ZAMBIA DR,948881.0,5,4.0,4323.0
CEDAR PARK,TX,78613,2611 TERLINGUA DR,803406.0,4,3.0,4032.0
CEDAR PARK,TX,78613,4520 THREE ARROWS CT,763610.0,4,3.0,3420.0
CEDAR PARK,TX,78613,4501 WICKLOW MOUNTAIN TRL,649483.0,4,3.0,2902.0
CEDAR PARK,TX,78613,1000 WALSH HILL TRL,636071.0,4,3.0,2773.0
CEDAR PARK,TX,78613,710 WILLIAMS WAY,516966.0,3,2.0,2099.0
CEDAR PARK,TX,78613,711 WALSH HILL TRL,606835.0,4,3.0,2734.0
CEDAR PARK,TX,78613,2709 IZORO BND,823422.0,4,4.0,4456.0
CEDAR PARK,TX,78613,3200 APPENNINI WAY,1031724.0,4,3.0,4975.0
CEDAR PARK,TX,78613,904 WALSH HILL TRL,741070.0,4,4.0,3776.0
CEDAR PARK,TX,78613,1600 FALL CREEK DR,566862.0,4,3.0,2614.0
CEDAR PARK,TX,78613,724 EDWARDS WALK DR,653811.0,4,4.0,3065.0
CEDAR PARK,TX,78613,1103 WILLIAMS WAY,747377.0,5,4.0,3937.0
CEDAR PARK,TX,78613,1105 WILLIAMS WAY,754052.0,5,3.0,3853.0
CEDAR PARK,TX,78613,1014 WILLIAMS WAY,599230.0,4,2.0,2575.0
CEDAR PARK,TX,78613,4402 WICKLOW MOUNTAIN TRL,640911.0,4,4.0,2811.0
CEDAR PARK,TX,78613,3117 CASTELLANO WAY,1002873.0,5,3.0,5098.0
CEDAR PARK,TX,78613,2706 BENEVENTO WAY,1116624.0,4,4.0,5434.0
CEDAR PARK,TX,78613,2204 MACAW DR,403115.0,3,2.0,2346.0
CEDAR PARK,TX,78613,2705 MINGUS DR,682000.0,4,2.0,2684.0
CEDAR PARK,TX,78613,617 WALSH HILL TRL,519765.0,3,2.0,2123.0
CEDAR PARK,TX,78613,621 BASIE BND,600764.0,3,2.0,2524.0
CEDAR PARK,TX,78613,607 BASIE BND,745193.0,4,2.0,2913.0
CEDAR PARK,TX,78613,2906 WREN CIR,450967.0,3,3.0,2276.0
CEDAR PARK,TX,78613,2607 SALERNO PL,741046.0,4,2.0,3764.0
CEDAR PARK,TX,78613,1212 HEPPNER DR,447974.0,4,3.0,1796.0
CEDAR PARK,TX,78613,3002 PEPPER GRASS TRL,330553.0,3,2.0,1639.0
CEDAR PARK,TX,78613,1216 HEPPNER DR,442473.0,4,2.0,2112.0
CEDAR PARK,TX,78613,2401 TIVOLI DR,830366.0,4,2.0,3478.0
CEDAR PARK,TX,78613,2412 TIVOLI DR,612148.0,3,2.0,2751.0
CEDAR PARK,TX,78613,2109 KITTIWAKE LN,1121917.0,4,4.0,4289.0
CEDAR PARK,TX,78613,2510 GUARA DR,913204.0,5,4.0,4549.0
CEDAR PARK,TX,78613,2025 TATTLER DR,884414.0,4,4.0,4658.0
CEDAR PARK,TX,78613,2202 ALDWORTH DR,1302816.0,5,4.0,4872.0
CEDAR PARK,TX,78613,1116 RED BIRD DR,567444.0,3,3.0,2694.0
CEDAR PARK,TX,78613,1108 RED BIRD DR,441547.0,3,3.0,1596.0
CEDAR PARK,TX,78613,1106 RED BIRD DR,459885.0,3,3.0,2175.0
CEDAR PARK,TX,78613,1102 RED BIRD DR,432479.0,3,3.0,2081.0
CEDAR PARK,TX,78613,1100 RED BIRD DR,433499.0,3,3.0,2110.0
CEDAR PARK,TX,78613,2801 CHIMNEY SWIFT TRL,421059.0,3,3.0,1829.0
CEDAR PARK,TX,78613,513 CRIPPLE CREEK RD,510104.0,4,3.0,2729.0
CEDAR PARK,TX,78613,2509 DURLSTON CT,634641.0,3,2.0,2573.0
CEDAR PARK,TX,78613,3307 BLAZING STAR TRL,370261.0,3,2.0,1570.0
CEDAR PARK,TX,78613,1708 CHULA VISTA DR,548405.0,4,2.0,2764.0
CEDAR PARK,TX,78613,2524 DURLSTON CT,827442.0,5,3.0,4232.0
CEDAR PARK,TX,78613,1500 SKIP TYLER DR,788946.0,4,2.0,3356.0
CEDAR PARK,TX,78613,1711 CHULA VISTA DR,630057.0,3,4.0,2803.0
CEDAR PARK,TX,78613,1604 TAHOKA DAISY DR,826505.0,5,4.0,4574.0
CEDAR PARK,TX,78613,1603 TAHOKA DAISY DR,913621.0,4,3.0,4009.0
CEDAR PARK,TX,78613,1906 WICKETT WAY,695773.0,4,3.0,3640.0
CEDAR PARK,TX,78613,1908 WICKETT WAY,557555.0,3,2.0,2513.0
CEDAR PARK,TX,78613,1103 CHALLA DR,763543.0,3,2.0,3063.0
CEDAR PARK,TX,78613,2310 DERVINGHAM DR,791296.0,4,3.0,3696.0
CEDAR PARK,TX,78613,2505 GUARA DR,683661.0,4,2.0,2900.0
CEDAR PARK,TX,78613,3126 ARGENTO PL,632960.0,4,3.0,2723.0
CEDAR PARK,TX,78613,2501 GUARA DR,590000.0,4,2.0,2799.0
CEDAR PARK,TX,78613,2302 DERVINGHAM DR,640761.0,3,2.0,2656.0
CEDAR PARK,TX,78613,2312 DERVINGHAM DR,900910.0,5,4.0,4181.0
CEDAR PARK,TX,78613,2306 DERVINGHAM DR,802599.0,4,2.0,3426.0
CEDAR PARK,TX,78613,2503 DARTFORD BND,1167153.0,4,4.0,3919.0
CEDAR PARK,TX,78613,2509 DARTFORD BND,998552.0,3,3.0,4651.0
CEDAR PARK,TX,78613,2708 CASHELL WOOD CV,676725.0,3,2.0,3022.0
CEDAR PARK,TX,78613,1101 RED BIRD DR,470302.0,3,3.0,2624.0
CEDAR PARK,TX,78613,3012 HEATHMOUNT DR,654376.0,4,2.0,3101.0
CEDAR PARK,TX,78613,2115 BINDON DR,736655.0,4,2.0,3197.0
CEDAR PARK,TX,78613,2719 GHOLSON DR,926315.0,5,3.0,4800.0
CEDAR PARK,TX,78613,3006 RED BAY DR,319264.0,3,2.0,1159.0
CEDAR PARK,TX,78613,3004 RED BAY DR,312048.0,3,2.0,1025.0
CEDAR PARK,TX,78613,3008 RED BAY DR,319823.0,3,2.0,1127.0
CEDAR PARK,TX,78613,3012 RED BAY DR,361597.0,3,2.0,1096.0
CEDAR PARK,TX,78613,2908 APPENNINI CV,1104713.0,4,3.0,4731.0
CEDAR PARK,TX,78613,3309 SKY RIDGE LN,1400506.0,5,3.0,5549.0
CEDAR PARK,TX,78613,2407 VESTAVIA RIDGE LN,936744.0,4,3.0,4120.0
CEDAR PARK,TX,78613,2703 BRINDISI WAY,828991.0,5,3.0,4184.0
CEDAR PARK,TX,78613,3016 HEATHMOUNT DR,649550.0,4,2.0,2969.0
CEDAR PARK,TX,78613,2707 GRAND OAKS LOOP,938449.0,3,2.0,3451.0
CEDAR PARK,TX,78613,2715 GRAND OAKS LOOP,858508.0,3,2.0,3679.0
CEDAR PARK,TX,78613,3125 MILL STREAM DR,804799.0,3,2.0,3100.0
CEDAR PARK,TX,78613,2714 GRAND OAKS LOOP,988640.0,4,3.0,3321.0
CEDAR PARK,TX,78613,2712 GRAND OAKS LOOP,901633.0,3,2.0,3679.0
CEDAR PARK,TX,78613,3400 CRYSTAL HILL DR,751076.0,3,3.0,2420.0
CEDAR PARK,TX,78613,2744 GRAND OAKS LOOP,1355794.0,5,4.0,5784.0
CEDAR PARK,TX,78613,2812 HANNAH KAY LN,605461.0,4,2.0,3059.0
CEDAR PARK,TX,78613,2504 TERLINGUA DR,925387.0,5,3.0,3983.0
CEDAR PARK,TX,78613,3008 WELTON CLIFF DR,1343664.0,3,2.0,28758.0
CEDAR PARK,TX,78613,2504 DURLSTON CT,610996.0,3,2.0,2370.0
CEDAR PARK,TX,78613,2009 EBBSFLEET DR,1089616.0,5,4.0,5274.0
CEDAR PARK,TX,78613,2503 ZAMBIA DR,912971.0,5,3.0,3922.0
CEDAR PARK,TX,78613,1701 CHULA VISTA DR,659302.0,4,2.0,3373.0
CEDAR PARK,TX,78613,1611 PURPLE SAGE DR,754339.0,4,2.0,3337.0
CEDAR PARK,TX,78613,2804 MANCINI CV,1319388.0,5,4.0,5116.0
CEDAR PARK,TX,78613,1118 LYNSENKO DR,766065.0,4,2.0,3350.0
CEDAR PARK,TX,78613,2801 CHECKER DR,540108.0,3,2.0,2062.0
CEDAR PARK,TX,78613,606 BASIE BND,576575.0,3,2.0,2204.0
CEDAR PARK,TX,78613,170 SUNRISE TER,810857.0,3,3.0,3212.0
CEDAR PARK,TX,78613,3309 BLAZING STAR TRL,266885.0,3,2.0,782.0
CEDAR PARK,TX,78613,1900 HAWTHORN CV,413819.0,3,2.0,2594.0
CEDAR PARK,TX,78613,2904 TIERRA BLANCO TRL,336853.0,3,2.0,1570.0
CEDAR PARK,TX,78613,1703 MEXICAN PLUM TRL,331062.0,3,2.0,1280.0
CEDAR PARK,TX,78613,2803 CHIMNEY SWIFT TRL,453517.0,3,3.0,1497.0
CEDAR PARK,TX,78613,1500 WARREN CV,573534.0,4,3.0,2618.0
CEDAR PARK,TX,78613,1700 JUNIPER RIDGE LOOP,484139.0,4,3.0,2160.0
CEDAR PARK,TX,78613,1004 WILLIAMS WAY,751547.0,5,3.0,3796.0
CEDAR PARK,TX,78613,1006 WALSH HILL TRL,753265.0,4,3.0,3851.0
CEDAR PARK,TX,78613,4400 WICKLOW MOUNTAIN TRL,567475.0,3,2.0,2372.0
CEDAR PARK,TX,78613,4525 THREE ARROWS CT,757201.0,5,4.0,3517.0
CEDAR PARK,TX,78613,618 WILLIAMS WAY,732175.0,4,4.0,3217.0
CEDAR PARK,TX,78613,727 EDWARDS WALK DR,599390.0,4,3.0,2613.0
CEDAR PARK,TX,78613,804 WILLIAMS WAY,527120.0,3,2.0,2188.0
CEDAR PARK,TX,78613,805 WILLIAMS WAY,554065.0,3,4.0,2412.0
CEDAR PARK,TX,78613,906 WILLIAMS WAY,682394.0,4,4.0,3243.0
CEDAR PARK,TX,78613,907 WILLIAMS WAY,657648.0,3,3.0,2870.0
CEDAR PARK,TX,78613,1605 SHADY CREEK TRL,497945.0,3,2.0,2168.0
CEDAR PARK,TX,78613,1610 PURPLE SAGE DR,852806.0,4,2.0,4059.0
CEDAR PARK,TX,78613,1612 SHADY CREEK TRL,672205.0,4,2.0,3533.0
CEDAR PARK,TX,78613,1613 SHADY CREEK TRL,647394.0,4,3.0,3233.0
CEDAR PARK,TX,78613,1617 SHADY CREEK TRL,420007.0,3,2.0,2102.0
CEDAR PARK,TX,78613,2201 OLD MILL RD,405509.0,3,2.0,2346.0
CEDAR PARK,TX,78613,2203 OLD MILL RD,578104.0,4,2.0,2989.0
CEDAR PARK,TX,78613,2210 MACAW DR,499386.0,3,2.0,2327.0
CEDAR PARK,TX,78613,2214 MACAW DR,469912.0,3,2.0,2220.0
CEDAR PARK,TX,78613,2216 LONDON LN,467077.0,3,2.0,2785.0
CEDAR PARK,TX,78613,3100 APPENNINI WAY,924585.0,4,3.0,4359.0
CEDAR PARK,TX,78613,1700 CATCHFLY CV,1172269.0,5,4.0,5387.0
CEDAR PARK,TX,78613,3106 PEPPER GRASS TRL,431572.0,3,2.0,2980.0
CEDAR PARK,TX,78613,3111 BLAZING STAR TRL,304668.0,3,2.0,1151.0
CEDAR PARK,TX,78613,2300 ALDWORTH DR,1373335.0,5,4.0,5473.0
CEDAR PARK,TX,78613,1702 PURPLE SAGE DR,828496.0,5,4.0,4246.0
CEDAR PARK,TX,78613,1705 PASEO CORTO DR,1165688.0,5,4.0,5239.0
CEDAR PARK,TX,78613,1708 PASEO CORTO DR,690000.0,5,4.0,4395.0
CEDAR PARK,TX,78613,2307 ALDWORTH DR,957628.0,4,3.0,3987.0
CEDAR PARK,TX,78613,2309 GRANGER LN,586549.0,4,2.0,2711.0
CEDAR PARK,TX,78613,2310 MACAW DR,598811.0,4,2.0,2481.0
CEDAR PARK,TX,78613,2311 BIRCHINGTON DR,1179388.0,5,3.0,4880.0
CEDAR PARK,TX,78613,1710 CHULA VISTA DR,649536.0,4,3.0,3216.0
CEDAR PARK,TX,78613,1712 PASEO CORTO DR,1092794.0,5,4.0,5388.0
CEDAR PARK,TX,78613,2319 NARROW VALLEY DR,689069.0,4,3.0,3401.0
CEDAR PARK,TX,78613,801 SAVANNA LN,603367.0,4,4.0,3585.0
CEDAR PARK,TX,78613,13105 FAWN VALLEY DR,685826.0,4,2.0,2753.0
CEDAR PARK,TX,78613,13106 RUNNING DOE LN,755908.0,4,2.0,3395.0
CEDAR PARK,TX,78613,13113 RUNNING DOE LN,774693.0,4,2.0,3137.0
CEDAR PARK,TX,78613,3203 APPENNINI WAY,1243236.0,5,3.0,5521.0
CEDAR PARK,TX,78613,2400 NARROW VALLEY DR,689168.0,4,3.0,3520.0
CEDAR PARK,TX,78613,2403 BEELEIGH CT,711974.0,4,2.0,3139.0
CEDAR PARK,TX,78613,2405 BEELEIGH CT,607136.0,3,2.0,2614.0
CEDAR PARK,TX,78613,13208 RUNNING DOE LN,747766.0,4,2.0,3339.0
CEDAR PARK,TX,78613,2406 DRIFTING LEAF DR,666926.0,4,3.0,3358.0
CEDAR PARK,TX,78613,2409 LA ROCHELLE DR,402449.0,2,2.0,2108.0
CEDAR PARK,TX,78613,2411 ALTA MONTE DR,547956.0,3,2.0,2492.0
CEDAR PARK,TX,78613,2418 DRIFTING LEAF DR,721723.0,4,3.0,3677.0
CEDAR PARK,TX,78613,1803 PURPLE SAGE DR,881009.0,5,4.0,4436.0
CEDAR PARK,TX,78613,1814 CHULA VISTA DR,779769.0,5,3.0,4097.0
CEDAR PARK,TX,78613,1815 CHULA VISTA DR,578640.0,4,2.0,2684.0
CEDAR PARK,TX,78613,1817 CHULA VISTA DR,708723.0,5,3.0,3788.0
CEDAR PARK,TX,78613,2500 GUARA DR,833530.0,4,3.0,3848.0
CEDAR PARK,TX,78613,2500 ZAMBIA DR,1110253.0,5,4.0,5253.0
CEDAR PARK,TX,78613,2501 GRIST LN,483681.0,4,2.0,2386.0
CEDAR PARK,TX,78613,2502 GRIST LN,567847.0,3,2.0,2950.0
CEDAR PARK,TX,78613,2502 MORAY LN,616644.0,4,3.0,2693.0
CEDAR PARK,TX,78613,2514 BEN DORAN CT,597096.0,3,2.0,2581.0
CEDAR PARK,TX,78613,2516 MORAY LN,596690.0,3,2.0,2590.0
CEDAR PARK,TX,78613,2516 STENSON DR,528923.0,3,2.0,2713.0
CEDAR PARK,TX,78613,1900 INDIAN BLANKET DR,899242.0,4,3.0,4100.0
CEDAR PARK,TX,78613,1900 JOJOBA DR,704595.0,4,2.0,3411.0
CEDAR PARK,TX,78613,1901 TOSCA CV,761225.0,4,2.0,3362.0
CEDAR PARK,TX,78613,1904 INDIAN BLANKET DR,1082871.0,5,3.0,5018.0
CEDAR PARK,TX,78613,2602 GRIST LN,551042.0,4,2.0,2631.0
CEDAR PARK,TX,78613,2602 MEXICAN HAT DR,1139886.0,5,4.0,5010.0
CEDAR PARK,TX,78613,2605 QUIET MOON TRL,941100.0,5,3.0,5014.0
CEDAR PARK,TX,78613,2606 ZAMBIA DR,1019212.0,5,4.0,4673.0
CEDAR PARK,TX,78613,2613 SALERNO PL,677705.0,4,3.0,2769.0
CEDAR PARK,TX,78613,2700 ZAMBIA DR,867750.0,5,3.0,4542.0
CEDAR PARK,TX,78613,2703 GIACOMO CV,932054.0,4,2.0,4064.0
CEDAR PARK,TX,78613,2704 ZAMBIA DR,847955.0,4,3.0,3662.0
CEDAR PARK,TX,78613,2705 DAGAMA CT,655670.0,4,2.0,3303.0
CEDAR PARK,TX,78613,2001 DAGAMA DR,612268.0,3,2.0,3439.0
CEDAR PARK,TX,78613,2705 YALDING DR,1143727.0,4,3.0,5000.0
CEDAR PARK,TX,78613,2715 ORO VIEJO CV,861704.0,4,3.0,3936.0
CEDAR PARK,TX,78613,2003 CHULA VISTA DR,615872.0,4,3.0,3347.0
CEDAR PARK,TX,78613,2005 BENT BOW CV,643291.0,4,3.0,3548.0
CEDAR PARK,TX,78613,2015 OLD MILL RD,537398.0,4,2.0,2277.0
CEDAR PARK,TX,78613,2800 PRIMWOOD PATH,718753.0,4,2.0,3525.0
CEDAR PARK,TX,78613,2801 GRAND OAKS LOOP,1079093.0,4,3.0,4755.0
CEDAR PARK,TX,78613,2801 HANNAH KAY LN,617279.0,4,2.0,3199.0
CEDAR PARK,TX,78613,2801 PRIMWOOD PATH,552541.0,3,2.0,2876.0
CEDAR PARK,TX,78613,2801 RATHLIN DR,478864.0,4,3.0,2770.0
CEDAR PARK,TX,78613,2803 HANNAH KAY LN,613601.0,3,2.0,2827.0
CEDAR PARK,TX,78613,2805 ORSOBELLO PL,987968.0,5,3.0,4906.0
CEDAR PARK,TX,78613,2806 ZAMBIA DR,1072926.0,5,3.0,4589.0
CEDAR PARK,TX,78613,2809 HANNAH KAY LN,487828.0,4,2.0,2634.0
CEDAR PARK,TX,78613,2810 CASHELL WOOD DR,704621.0,3,2.0,3305.0
CEDAR PARK,TX,78613,2811 CORTEZ DR,618644.0,6,5.0,3631.0
CEDAR PARK,TX,78613,2811 ORSOBELLO PL,1219627.0,6,4.0,5566.0
CEDAR PARK,TX,78613,2812 CORABELLA PL,806510.0,4,2.0,3854.0
CEDAR PARK,TX,78613,2815 HANNAH KAY LN,690947.0,4,2.0,3559.0
CEDAR PARK,TX,78613,2815 PRIMWOOD PATH,614001.0,4,2.0,3087.0
CEDAR PARK,TX,78613,2826 LITTLE ELM TRL,390049.0,3,2.0,1894.0
CEDAR PARK,TX,78613,2901 CASHELL WOOD DR,697842.0,4,2.0,3365.0
CEDAR PARK,TX,78613,2901 WANAKAH RIDGE CV,967523.0,4,3.0,4596.0
CEDAR PARK,TX,78613,2902 CASHELL WOOD DR,707205.0,5,4.0,3996.0
CEDAR PARK,TX,78613,2905 BRIONA WOOD LN,752226.0,5,3.0,3507.0
CEDAR PARK,TX,78613,2912 KINLOCH DR,682624.0,4,3.0,3400.0
CEDAR PARK,TX,78613,2913 CASHELL WOOD DR,722318.0,4,3.0,3919.0
CEDAR PARK,TX,78613,1506 BALD CYPRESS CV,566843.0,4,3.0,2734.0
CEDAR PARK,TX,78613,1507 BALD CYPRESS CV,751415.0,5,3.0,4436.0
CEDAR PARK,TX,78613,1508 BALD CYPRESS CV,591994.0,4,2.0,2910.0
CEDAR PARK,TX,78613,2101 DAGAMA DR,575053.0,4,2.0,3011.0
CEDAR PARK,TX,78613,2101 OLD MILL RD,514595.0,4,2.0,2517.0
CEDAR PARK,TX,78613,1513 SHADY CREEK TRL,654896.0,3,2.0,3256.0
CEDAR PARK,TX,78613,1514 BALD CYPRESS CV,762010.0,4,2.0,3947.0
CEDAR PARK,TX,78613,2105 BARSHAM CT,972833.0,4,3.0,4154.0
CEDAR PARK,TX,78613,2107 OLD MILL RD,468643.0,3,2.0,2260.0
CEDAR PARK,TX,78613,2109 SIMBRAH DR,588418.0,4,3.0,3098.0
CEDAR PARK,TX,78613,3000 LOMBARDI WAY,880060.0,5,3.0,4164.0
CEDAR PARK,TX,78613,3003 LOMBARDI WAY,846063.0,4,3.0,4484.0
CEDAR PARK,TX,78613,3005 LOMBARDI WAY,1164268.0,5,3.0,5345.0
CEDAR PARK,TX,78613,2114 BINDON DR,550436.0,4,2.0,2678.0
CEDAR PARK,TX,78613,2119 SIMBRAH DR,493720.0,3,2.0,2649.0
CEDAR PARK,TX,78613,2126 SIMBRAH DR,543397.0,4,2.0,2984.0
